EmployeeNo,Last_performance_score,No_of_previous_employers,Targets_met,Training_score_average,Trainings_Attended,Age_recurited,Years_in_company,Channel_of_Recruitment_Agency and others,Channel_of_Recruitment_Direct Internal process,Channel_of_Recruitment_Referral and Special candidates,Division_Business Finance Operations,Division_Commercial Sales and Marketing,Division_Customer Support and Field Operations,Division_Information Technology and Solution Support,Division_Information and Strategy,Division_People/HR Management,Division_Regulatory and Legal services,Division_Research and Innovation,Division_Sourcing and Purchasing,Foreign_schooled_No,Foreign_schooled_Yes,Gender_Female,Gender_Male,Marital_Status_Married,Marital_Status_Not_Sure,Marital_Status_Single,Previous_Award_0,Previous_Award_1,Previous_IntraDepartmental_Movement_No,Previous_IntraDepartmental_Movement_Yes,Qualification_First Degree or HND,"Qualification_MSc, MBA and PhD",Qualification_Non-University Education,Qualification_something_here,Past_Disciplinary_Action_No,Past_Disciplinary_Action_Yes,zone_NC,zone_NE,zone_NW,zone_SE,zone_SS,zone_SW
38422,YAK/S/00394,12.5,1,1,4.343805421853684,2,3.295836866004329,2.5649493574615367,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38423,YAK/S/00395,7.5,0,0,4.189654742026425,2,3.2188758248682006,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
38424,YAK/S/00397,7.5,1,0,4.07753744390572,2,3.332204510175204,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38425,YAK/S/00400,7.5,0,0,3.9512437185814275,5,3.1780538303479458,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38426,YAK/S/00404,12.5,0,0,3.7376696182833684,2,3.295836866004329,2.1972245773362196,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38427,YAK/S/00407,7.5,0,0,4.430816798843313,3,3.1354942159291497,1.0986122886681096,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38428,YAK/S/00413,7.5,1,0,4.343805421853684,3,3.2188758248682006,1.6094379124341003,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38429,YAK/S/00416,7.5,1,0,4.394449154672439,2,3.1780538303479458,1.0986122886681096,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
38430,YAK/S/00417,2.5,1,0,3.7376696182833684,2,3.6375861597263857,1.6094379124341003,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
38431,YAK/S/00418,7.5,1,0,3.784189633918261,2,3.1354942159291497,2.0794415416798357,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
38432,YAK/S/00419,10.0,1,1,4.060443010546419,3,3.332204510175204,2.302585092994046,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
38433,YAK/S/00420,2.5,1,0,3.6375861597263857,2,3.4657359027997265,2.3978952727983707,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
38434,YAK/S/00423,12.5,1,1,3.7612001156935624,2,3.258096538021482,3.1354942159291497,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
38435,YAK/S/00428,0.0,2,0,3.828641396489095,2,3.295836866004329,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
38436,YAK/S/00430,7.5,0,0,3.9889840465642745,2,3.044522437723423,1.3862943611198906,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
38437,YAK/S/00432,10.0,2,0,4.276666119016055,2,3.1354942159291497,2.639057329615259,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
38438,YAK/S/00434,7.5,0,1,4.23410650459726,2,3.332204510175204,1.6094379124341003,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38439,YAK/S/00436,7.5,1,0,4.2626798770413155,2,3.4011973816621555,3.367295829986474,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38440,YAK/S/00437,0.0,6,0,4.394449154672439,2,3.295836866004329,0.6931471805599453,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38441,YAK/S/00439,10.0,1,0,3.912023005428146,2,3.5263605246161616,2.639057329615259,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
38442,YAK/S/00441,2.5,1,0,4.248495242049359,2,3.258096538021482,1.791759469228055,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
38443,YAK/S/00445,7.5,0,0,3.713572066704308,2,3.332204510175204,1.0986122886681096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
38444,YAK/S/00446,7.5,1,1,3.9889840465642745,3,3.6635616461296463,1.791759469228055,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38445,YAK/S/00448,5.0,0,0,3.9512437185814275,3,3.4011973816621555,2.1972245773362196,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
38446,YAK/S/00456,7.5,3,0,4.127134385045092,2,3.4657359027997265,2.772588722239781,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
38447,YAK/S/00457,10.0,1,0,3.970291913552122,2,3.4011973816621555,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38448,YAK/S/00458,12.5,0,1,3.6888794541139363,2,3.4011973816621555,1.6094379124341003,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
38449,YAK/S/00459,12.5,0,1,4.343805421853684,2,3.4011973816621555,1.6094379124341003,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
38450,YAK/S/00460,7.5,0,0,4.276666119016055,3,3.1354942159291497,1.0986122886681096,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38451,YAK/S/00463,12.5,0,0,3.7376696182833684,2,3.091042453358316,2.0794415416798357,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38452,YAK/S/00465,12.5,0,1,3.8918202981106265,2,4.007333185232471,1.6094379124341003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
38453,YAK/S/00466,12.5,0,1,3.8712010109078907,2,3.4657359027997265,2.4849066497880004,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38454,YAK/S/00472,0.0,0,1,4.060443010546419,2,3.367295829986474,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38455,YAK/S/00473,10.0,1,0,3.7612001156935624,2,3.970291913552122,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38456,YAK/S/00495,7.5,5,1,4.04305126783455,4,3.295836866004329,1.6094379124341003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
38457,YAK/S/00496,7.5,3,0,3.9512437185814275,2,3.2188758248682006,1.0986122886681096,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
38458,YAK/S/00498,12.5,0,0,3.7376696182833684,2,3.332204510175204,1.791759469228055,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38459,YAK/S/00500,12.5,3,0,4.204692619390966,2,3.258096538021482,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
38460,YAK/S/00502,10.0,1,1,3.7612001156935624,2,3.1780538303479458,2.3978952727983707,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38461,YAK/S/00509,0.0,0,1,3.784189633918261,3,3.6375861597263857,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
38462,YAK/S/00517,7.5,2,0,3.7376696182833684,2,3.1354942159291497,1.0986122886681096,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38463,YAK/S/00521,7.5,4,0,3.784189633918261,2,3.258096538021482,1.3862943611198906,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
38464,YAK/S/00522,10.0,1,1,3.8918202981106265,2,3.9889840465642745,1.6094379124341003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
38465,YAK/S/00525,7.5,1,0,4.127134385045092,2,3.1354942159291497,1.0986122886681096,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38466,YAK/S/00526,7.5,1,0,4.007333185232471,2,3.258096538021482,2.3978952727983707,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
38467,YAK/S/00529,10.0,1,0,3.970291913552122,2,3.332204510175204,2.3978952727983707,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
38468,YAK/S/00532,0.0,1,0,4.304065093204169,2,3.258096538021482,0.6931471805599453,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38469,YAK/S/00533,0.0,1,1,3.7612001156935624,2,3.332204510175204,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38470,YAK/S/00537,12.5,0,0,4.48863636973214,2,3.332204510175204,0.6931471805599453,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38471,YAK/S/00541,7.5,1,0,4.189654742026425,3,3.5263605246161616,1.6094379124341003,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38472,YAK/S/00558,7.5,1,1,4.330733340286331,2,3.4011973816621555,1.791759469228055,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
38473,YAK/S/00567,0.0,0,0,4.189654742026425,2,3.091042453358316,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
38474,YAK/S/00569,10.0,1,1,3.9889840465642745,2,3.295836866004329,1.0986122886681096,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38475,YAK/S/00574,2.5,0,1,3.8066624897703196,2,3.332204510175204,2.3978952727983707,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
38476,YAK/S/00575,7.5,0,1,4.304065093204169,2,3.044522437723423,1.0986122886681096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
38477,YAK/S/00583,12.5,1,1,3.7612001156935624,2,3.2188758248682006,1.0986122886681096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
38478,YAK/S/00586,2.5,1,1,3.7612001156935624,2,3.091042453358316,1.3862943611198906,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38479,YAK/S/00588,0.0,1,1,4.23410650459726,2,3.332204510175204,0.6931471805599453,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
38480,YAK/S/00591,2.5,0,0,4.248495242049359,2,3.1780538303479458,3.2188758248682006,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
38481,YAK/S/00598,2.5,1,0,4.0943445622221,2,3.713572066704308,2.4849066497880004,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
38482,YAK/S/00600,7.5,0,0,4.110873864173311,2,3.367295829986474,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
38483,YAK/S/00601,10.0,1,0,4.330733340286331,2,3.367295829986474,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
38484,YAK/S/00602,5.0,0,0,3.6635616461296463,8,2.995732273553991,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38485,YAK/S/00609,7.5,0,0,4.1588830833596715,2,3.367295829986474,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38486,YAK/S/00611,5.0,3,0,3.9512437185814275,2,3.2188758248682006,1.9459101490553132,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
38487,YAK/S/00618,12.5,1,1,3.9512437185814275,2,3.1354942159291497,1.0986122886681096,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38488,YAK/S/00629,12.5,2,0,4.343805421853684,2,3.1780538303479458,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38489,YAK/S/00630,7.5,1,0,4.276666119016055,3,3.2188758248682006,1.0986122886681096,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
38490,YAK/S/00637,7.5,1,0,4.07753744390572,2,3.4965075614664802,1.0986122886681096,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38491,YAK/S/00638,7.5,1,1,4.007333185232471,3,3.367295829986474,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38492,YAK/S/00640,0.0,5,1,4.304065093204169,2,3.1780538303479458,0.6931471805599453,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38493,YAK/S/00644,10.0,2,0,3.9318256327243257,2,3.044522437723423,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38494,YAK/S/00648,2.5,1,0,3.7612001156935624,2,3.258096538021482,1.3862943611198906,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38495,YAK/S/00649,12.5,1,1,4.02535169073515,3,3.1354942159291497,1.791759469228055,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38496,YAK/S/00652,5.0,1,0,4.31748811353631,3,3.258096538021482,1.3862943611198906,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38497,YAK/S/00654,10.0,1,1,4.060443010546419,2,3.091042453358316,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38498,YAK/S/00656,7.5,1,1,4.343805421853684,2,3.1354942159291497,1.9459101490553132,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38499,YAK/S/00657,0.0,1,0,4.174387269895637,2,3.1780538303479458,0.6931471805599453,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
38500,YAK/S/00658,12.5,2,1,3.970291913552122,2,3.6635616461296463,1.6094379124341003,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
38501,YAK/S/00659,2.5,0,0,4.143134726391533,2,3.1780538303479458,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
38502,YAK/S/00663,12.5,1,1,4.304065093204169,2,3.332204510175204,1.6094379124341003,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38503,YAK/S/00667,2.5,0,0,3.8066624897703196,2,3.258096538021482,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38504,YAK/S/00668,7.5,0,0,3.7612001156935624,2,3.2188758248682006,2.3978952727983707,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38505,YAK/S/00669,7.5,0,0,4.110873864173311,3,3.4965075614664802,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
38506,YAK/S/00671,7.5,3,0,3.6888794541139363,4,3.6375861597263857,1.9459101490553132,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
38507,YAK/S/00674,5.0,1,0,4.02535169073515,2,3.4965075614664802,1.791759469228055,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38508,YAK/S/00675,10.0,4,1,3.912023005428146,2,3.4965075614664802,2.995732273553991,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
38509,YAK/S/00678,2.5,1,0,4.31748811353631,2,3.2188758248682006,1.6094379124341003,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38510,YAK/S/00681,12.5,0,1,3.6375861597263857,2,3.4339872044851463,1.3862943611198906,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38511,YAK/S/00685,12.5,1,1,3.7612001156935624,2,3.332204510175204,2.70805020110221,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
38512,YAK/S/00686,12.5,3,1,3.9318256327243257,2,3.1780538303479458,1.0986122886681096,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38513,YAK/S/00687,0.0,0,1,3.713572066704308,2,3.1780538303479458,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38514,YAK/S/00699,10.0,1,0,3.6375861597263857,2,3.5263605246161616,1.6094379124341003,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
38515,YAK/S/00700,5.0,1,1,3.7376696182833684,2,3.2188758248682006,2.0794415416798357,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
38516,YAK/S/00704,10.0,0,1,4.304065093204169,2,3.258096538021482,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38517,YAK/S/00705,12.5,1,0,3.7376696182833684,2,3.295836866004329,2.3978952727983707,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
38518,YAK/S/00707,12.5,0,0,3.8712010109078907,2,3.044522437723423,1.0986122886681096,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
38519,YAK/S/00708,5.0,1,0,3.9318256327243257,2,3.1780538303479458,2.3978952727983707,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
38520,YAK/S/00710,7.5,0,0,3.828641396489095,2,3.1780538303479458,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
38521,YAK/S/00713,7.5,0,0,4.219507705176107,2,3.367295829986474,3.2188758248682006,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
38522,YAK/S/00714,5.0,1,0,3.6375861597263857,2,3.367295829986474,1.3862943611198906,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
38523,YAK/S/00715,0.0,0,0,3.713572066704308,2,3.2188758248682006,0.6931471805599453,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
38524,YAK/S/00719,7.5,0,0,3.912023005428146,3,3.332204510175204,1.0986122886681096,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38525,YAK/S/00721,7.5,1,0,3.784189633918261,2,3.713572066704308,1.3862943611198906,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
38526,YAK/S/00722,7.5,1,0,4.04305126783455,2,3.258096538021482,1.6094379124341003,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
38527,YAK/S/00723,7.5,0,0,3.828641396489095,2,3.295836866004329,2.4849066497880004,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38528,YAK/S/00726,12.5,1,1,4.5217885770490405,2,3.332204510175204,2.1972245773362196,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
38529,YAK/S/00733,7.5,1,0,3.784189633918261,2,3.258096538021482,2.1972245773362196,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38530,YAK/S/00736,7.5,0,1,3.970291913552122,2,3.367295829986474,1.3862943611198906,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
38531,YAK/S/00739,10.0,1,1,3.828641396489095,2,3.1354942159291497,1.0986122886681096,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
38532,YAK/S/00742,7.5,0,0,4.2626798770413155,2,3.091042453358316,1.0986122886681096,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
38533,YAK/S/00748,10.0,0,1,3.9512437185814275,2,3.367295829986474,1.0986122886681096,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
38534,YAK/S/00751,12.5,0,1,3.784189633918261,2,3.091042453358316,2.0794415416798357,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
38535,YAK/S/00754,10.0,0,0,4.3694478524670215,3,3.367295829986474,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
